City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
319,Burnie,AU,34.95,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
321,Gazanjyk,TM,92.98,clear sky,39.2446,55.5154,Railway motel
323,Steamboat Springs,US,90.34,clear sky,40.485,-106.8317,Steamboat Grand
324,Ulaangom,MN,57.04,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
325,Maniitsoq,GL,44.17,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
326,Sterling,US,84.76,thunderstorm,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
327,The Valley,AI,84.06,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
328,Najran,SA,84.85,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
329,Iqaluit,CA,44.33,broken clouds,63.7506,-68.5145,Frobisher Inn
330,Manjacaze,MZ,63.52,clear sky,-24.7117,33.8828,Hotel Gani
331,Camana,PE,62.69,broken clouds,-16.6228,-72.7111,Hostal Morales
332,Kokstad,ZA,47.39,clear sky,-30.5472,29.4241,Majestic Bed and Breakfast
333,Caravelas,BR,70.86,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
334,Satun,TH,77.0,overcast clouds,6.8333,100.0,บ้านไทโฮมสเตย์&รีสอร์ท จ.สตูล
335,Sao Gabriel Da Cachoeira,BR,77.94,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
336,Mackenzie,CA,70.02,overcast clouds,55.2999,-123.1698,Hilton Shop
337,Kontagora,NG,71.92,scattered clouds,10.3999,5.4695,Queens Guest Inn
338,Corner Brook,CA,64.49,overcast clouds,48.9667,-57.9484,Glynmill Inn
339,Kenai,US,64.49,scattered clouds,60.5544,-151.2583,Aspen Extended Stay Suites
340,Sao Joao Da Barra,BR,70.99,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
341,Isangel,VU,77.11,overcast clouds,-19.55,169.2667,Tanna Lodge
342,College,US,61.12,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
343,Asau,RO,59.95,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
344,Bejar,ES,67.73,clear sky,40.3864,-5.7634,Posada Puerta Grande
345,Verkhnevilyuysk,RU,63.36,overcast clouds,63.4453,120.3167,Gostinitsa Mila
346,Muhlhausen,DE,72.81,scattered clouds,51.2167,10.45,Brauhaus zum Löwen
347,Marshall,US,83.07,clear sky,34.3834,-86.3333,Riverview Campground
348,Dwarka,IN,81.68,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
349,Port-Gentil,GA,74.52,overcast clouds,-0.7193,8.7815,Fengshui Residence
350,Kozhva,RU,60.33,scattered clouds,65.1073,57.0459,Gostinicha IP Kayuda Olga Aleksandrovna
351,Calama,CL,68.49,clear sky,-22.4667,-68.9333,Park Hotel Calama
352,Piacabucu,BR,74.1,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
353,Kjustendil,BG,58.95,clear sky,42.2839,22.6911,Hotel Ramira
354,Portland,US,80.58,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
355,Vanimo,PG,77.27,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
356,Yamada,JP,74.19,overcast clouds,39.4667,141.95,Iroha-ya Inn
358,Falmouth,GB,79.7,clear sky,50.1544,-5.0711,The Falmouth Hotel
359,Dingle,PH,75.0,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
360,Yabrud,SY,71.64,clear sky,33.9674,36.6574,صالة افراح الاندلس
361,Alamos,MX,93.27,overcast clouds,27.0167,-108.9333,Luz del Sol
363,Kang,BW,52.81,clear sky,-23.6752,22.7876,Kang Ultra Stop
364,Bani Walid,LY,75.78,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
365,Oistins,BB,82.49,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
366,Dunedin,NZ,50.81,light rain,-45.8742,170.5036,Scenic Hotel Southern Cross
367,Funadhoo,MV,81.32,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
368,Margate,GB,76.3,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
369,Mehamn,NO,60.71,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
370,Pedernales,DO,88.3,clear sky,18.0384,-71.744,Hotel Costa Marina
371,Bang Saphan,TH,78.62,scattered clouds,11.2126,99.5117,Ladawan Boutique Hotel
372,Scarborough,GB,73.9,scattered clouds,54.2797,-0.4044,The Grand Hotel Scarborough
373,Pisco,PE,64.45,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
374,Kamaishi,JP,73.53,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
375,Komsomolskiy,UZ,79.52,clear sky,40.4272,71.7189,Ikathouse
376,Sierning,AT,67.93,broken clouds,48.0436,14.3082,Landhotel Forsthof
377,Presidencia Roque Saenz Pena,AR,55.44,overcast clouds,-26.7852,-60.4388,Hotel Gualok
378,Miandrivazo,MG,74.25,broken clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
379,Kununurra,AU,55.38,few clouds,-15.7667,128.7333,Hotel Kununurra
380,Chifeng,CN,67.93,scattered clouds,42.2683,118.9636,Junyu Tiancheng Hotel
381,Yagodnoye,RU,72.82,broken clouds,62.55,149.6667,Гостевой дом
382,Kitimat,CA,62.98,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
383,Longyearbyen,SJ,51.64,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
384,Kamiiso,JP,70.18,broken clouds,41.8167,140.65,Business Inn Abe
385,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
387,York,US,83.19,overcast clouds,40.1254,-77.0,Rodeway Inn
388,Valdivia,CL,37.49,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
389,Nicoya,CR,79.88,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
390,Toyooka,JP,75.96,light rain,35.5333,134.8333,O Hotel Toyooka
391,Chapais,CA,80.38,broken clouds,49.7834,-74.8492,Hôtel Opémiska
392,Zambezi,ZM,52.07,clear sky,-13.5432,23.1047,Royal Kutachika Lodge
393,Whitehorse,CA,63.01,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
395,Hualmay,PE,65.01,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
396,Cabo San Lucas,MX,91.18,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
397,Point Pedro,LK,80.51,overcast clouds,9.8167,80.2333,Gtr homes
398,Melilla,ES,79.18,clear sky,35.2937,-2.9383,Hotel Anfora
399,Parfino,RU,50.54,scattered clouds,57.9731,31.6481,Zabava U Sergeyevicha
400,Paramonga,PE,64.11,overcast clouds,-10.6667,-77.8333,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
401,Lincoln,US,93.27,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
402,Tamiahua,MX,87.33,overcast clouds,21.2667,-97.45,Mission Of The Sun Hotel
403,Palma Del Rio,ES,86.32,clear sky,37.7002,-5.2812,Hotel Monasterio de San Francisco
405,Bilma,NE,94.23,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
406,Tabou,CI,75.33,overcast clouds,4.423,-7.3528,hotêl doufoulougou
407,Insar,RU,55.45,light rain,53.8653,44.3738,"Dom Otdykha ""Vasyuk"""
408,Ishigaki,JP,84.33,few clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
409,Svetlogorsk,BY,57.6,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
411,Khuzhir,RU,54.27,broken clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
412,Sandy Bay,AU,43.3,broken clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
413,Fortuna,US,73.85,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
414,Kahului,US,89.62,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
415,Muli,MV,81.37,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
416,Mnogovershinnyy,RU,52.92,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
417,Nantucket,US,75.99,fog,41.2835,-70.0995,Jared Coffin House
419,Luganville,VU,80.82,broken clouds,-15.5333,167.1667,The Espiritu Hotel
420,Nome,US,42.87,light rain,64.5011,-165.4064,Dredge 7 Inn
421,Lumphat,KH,73.27,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
422,Petropavlovsk-Kamchatskiy,RU,55.99,overcast clouds,53.0452,158.6483,The Hotel Petropavlovsky
423,Magadan,RU,58.53,overcast clouds,59.5667,150.8,Magadan hotel
424,Yarmouth,US,76.98,overcast clouds,41.7057,-70.2286,Blue Rock Resort
426,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
427,Mahebourg,MU,67.24,light intensity shower rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
428,Iquitos,PE,82.44,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
429,Imbituba,BR,63.09,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
