City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
100,Chokurdakh,RU,2022-07-17 05:31:41,70.6333,147.9167,47.32,32,32,16.89
101,Comodoro Rivadavia,AR,2022-07-17 05:35:46,-45.8667,-67.5,39.06,60,0,6.91
102,Stykkisholmur,IS,2022-07-17 05:35:47,65.0757,-22.7297,50.09,93,98,4.23
103,Hithadhoo,MV,2022-07-17 05:26:55,-0.6,73.0833,84.97,69,28,14.74
104,Deputatskiy,RU,2022-07-17 05:35:47,69.3,139.9,55.27,48,100,5.55
105,Hualmay,PE,2022-07-17 05:31:46,-11.0964,-77.6139,59.76,86,34,8.34
106,Port Alfred,ZA,2022-07-17 05:32:25,-33.5906,26.891,66.72,41,18,13.38
107,Maningrida,AU,2022-07-17 05:35:48,-12.0667,134.2667,81.95,44,59,10.74
108,Havoysund,NO,2022-07-17 05:35:48,70.9963,24.6622,50.23,97,100,24.32
109,Butaritari,KI,2022-07-17 05:35:48,3.0707,172.7902,81.1,75,99,6.31
110,Omboue,GA,2022-07-17 05:35:48,-1.5746,9.2618,71.17,82,57,4.41
111,Erenhot,CN,2022-07-17 05:35:49,43.6475,111.9767,80.26,21,0,17.25
112,Kalabo,ZM,2022-07-17 05:34:15,-14.97,22.6814,51.94,56,0,5.46
113,Te Anau,NZ,2022-07-17 05:28:20,-45.4167,167.7167,43.83,97,100,6.98
114,Talnakh,RU,2022-07-17 05:35:49,69.4865,88.3972,67.21,38,100,13.06
115,Bairiki,KI,2022-07-17 05:35:50,1.3292,172.9752,78.8,83,75,11.5
116,Uzyn,UA,2022-07-17 05:35:50,49.8262,30.4149,61.03,77,85,11.9
117,Bulungu,CD,2022-07-17 05:35:50,-4.55,18.6,77.85,48,75,1.66
118,Port Lincoln,AU,2022-07-17 05:35:51,-34.7333,135.8667,55.6,63,65,20.78
119,Pontian Kecil,MY,2022-07-17 05:35:51,1.4801,103.3899,95.29,61,71,7.07
120,Hobart,AU,2022-07-17 05:32:15,-42.8794,147.3294,49.86,64,20,26.46
121,Provideniya,RU,2022-07-17 05:35:51,64.3833,-173.3,53.51,57,77,6.38
122,Avera,US,2022-07-17 05:27:11,33.194,-82.5271,75.25,81,39,4.92
123,Mahebourg,MU,2022-07-17 05:27:03,-20.4081,57.7,73.26,73,40,14.97
124,Mookane,BW,2022-07-17 05:35:52,-23.688,26.6595,50.7,83,0,4.54
125,Salalah,OM,2022-07-17 05:35:52,17.0151,54.0924,78.89,89,100,9.22
126,Rock Sound,BS,2022-07-17 05:35:53,24.9,-76.2,82.47,80,71,18.7
127,Turukhansk,RU,2022-07-17 05:35:53,65.8167,87.9833,66.9,46,54,8.77
128,Moose Factory,CA,2022-07-17 05:35:53,51.2585,-80.6094,57.2,100,40,0.0
129,Buchanan,LR,2022-07-17 05:35:54,5.8808,-10.0467,75.42,87,100,9.28
130,Oranjemund,NA,2022-07-17 05:35:54,-28.55,16.4333,65.55,29,5,9.95
131,Lorengau,PG,2022-07-17 05:35:54,-2.0226,147.2712,84.24,72,34,11.1
132,Vaini,TO,2022-07-17 05:35:54,-21.2,-175.2,77.16,94,40,4.61
133,Leningradskiy,RU,2022-07-17 05:30:35,69.3833,178.4167,39.81,90,100,5.95
134,Murray Bridge,AU,2022-07-17 05:36:55,-35.1167,139.2667,53.13,80,36,14.29
135,Urengoy,RU,2022-07-17 05:36:55,65.9667,78.3667,71.22,42,88,14.72
136,Emerald,AU,2022-07-17 05:36:55,-23.5333,148.1667,70.34,46,1,8.68
137,Viedma,AR,2022-07-17 05:30:38,-40.8135,-62.9967,36.25,70,11,9.73
138,Jizan,SA,2022-07-17 05:36:56,17.3333,42.6667,94.14,35,19,6.49
139,Aksha,RU,2022-07-17 05:36:56,50.2814,113.2867,76.69,34,90,8.95
140,Hay River,CA,2022-07-17 05:36:57,60.8156,-115.7999,64.38,72,8,3.44
141,Saint-Philippe,RE,2022-07-17 05:36:57,-21.3585,55.7679,73.22,78,35,16.35
142,Zalantun,CN,2022-07-17 05:36:57,48.0,122.7167,76.55,65,87,7.09
143,Dhidhdhoo,MV,2022-07-17 05:36:58,6.8833,73.1,81.72,80,82,9.35
144,Bengkulu,ID,2022-07-17 05:36:58,-3.8004,102.2655,85.14,67,80,7.87
145,Klyuchi,RU,2022-07-17 05:36:58,52.2667,79.1667,73.69,64,99,8.08
146,Puerto Ayacucho,VE,2022-07-17 05:36:58,5.6639,-67.6236,73.4,95,100,3.44
147,Sokolka,PL,2022-07-17 05:36:59,53.4072,23.5023,56.66,95,97,8.5
148,Goure,NE,2022-07-17 05:36:59,13.9835,10.2704,81.39,63,93,9.71
149,East London,ZA,2022-07-17 05:36:59,-33.0153,27.9116,65.34,36,0,11.5
150,San Nicolas,PH,2022-07-17 05:37:00,18.1725,120.5953,87.71,70,75,10.36
151,Saint George,US,2022-07-17 05:32:04,37.1041,-113.5841,97.39,22,0,0.0
152,Lebu,CL,2022-07-17 05:31:43,-37.6167,-73.65,48.11,93,100,26.26
153,Tirano,IT,2022-07-17 05:37:00,46.2154,10.1679,75.47,35,1,0.38
154,Quimper,FR,2022-07-17 05:36:57,48.0,-4.1,70.38,49,0,8.05
155,Bauru,BR,2022-07-17 05:37:00,-22.3147,-49.0606,67.82,66,100,2.84
156,Tutoia,BR,2022-07-17 05:30:41,-2.7619,-42.2744,76.73,88,30,8.37
157,Grindavik,IS,2022-07-17 05:37:01,63.8424,-22.4338,48.15,100,75,2.3
158,Brae,GB,2022-07-17 05:37:01,60.3964,-1.353,54.7,95,96,16.58
159,Lyubech,UA,2022-07-17 05:37:02,51.7026,30.6569,59.88,75,98,10.27
160,Ambon,ID,2022-07-17 05:37:02,-3.6954,128.1814,78.94,83,75,9.22
161,Saltpond,GH,2022-07-17 05:37:02,5.2091,-1.0606,74.5,87,100,10.09
162,Clyde River,CA,2022-07-17 05:23:51,70.4692,-68.5914,32.23,100,100,12.66
163,Astoria,US,2022-07-17 05:37:03,46.1879,-123.8313,58.91,87,2,1.01
164,Srednekolymsk,RU,2022-07-17 05:37:03,67.45,153.6833,59.22,43,68,20.11
165,Grand Island,US,2022-07-17 05:37:03,40.925,-98.342,74.98,91,20,3.44
166,Jega,NG,2022-07-17 05:37:04,12.2175,4.3792,75.06,86,97,6.8
167,Romny,UA,2022-07-17 05:37:04,50.751,33.4747,56.55,92,99,5.28
168,Igarka,RU,2022-07-17 05:37:04,67.4667,86.5833,60.28,63,100,11.39
169,Suffolk,US,2022-07-17 05:35:03,40.8668,-72.7996,75.87,93,75,0.0
170,Nanortalik,GL,2022-07-17 05:37:05,60.1432,-45.2371,40.48,86,16,6.85
171,Necochea,AR,2022-07-17 05:37:05,-38.5473,-58.7368,38.88,63,16,14.03
172,Camacha,PT,2022-07-17 05:33:09,33.0833,-16.3333,65.62,83,40,9.22
173,Obihiro,JP,2022-07-17 05:37:05,42.9172,143.2044,65.61,99,100,5.28
174,Kudahuvadhoo,MV,2022-07-17 05:37:06,2.6708,72.8944,82.38,72,48,4.05
175,Mahad,IN,2022-07-17 05:37:06,18.0833,73.4167,81.12,89,99,7.96
176,Mehamn,NO,2022-07-17 05:37:06,71.0357,27.8492,51.75,93,100,14.97
177,Manuk Mangkaw,PH,2022-07-17 05:37:07,4.8,119.85,81.91,76,93,11.74
178,Carnarvon,AU,2022-07-17 05:37:07,-24.8667,113.6333,72.73,50,84,9.24
179,Pevek,RU,2022-07-17 05:37:07,69.7008,170.3133,32.45,98,100,21.39
180,Portobelo,PA,2022-07-17 05:38:08,9.55,-79.65,79.74,86,83,8.48
181,Lazaro Cardenas,MX,2022-07-17 05:38:08,17.9583,-102.2,78.66,90,99,7.76
182,Geraldton,AU,2022-07-17 05:38:08,-28.7667,114.6,66.61,72,100,8.05
183,Atar,MR,2022-07-17 05:38:09,20.5169,-13.0499,88.86,16,2,5.37
184,George Town,MY,2022-07-17 05:37:32,5.4112,100.3354,91.33,70,20,7.0
185,Laem Sing,TH,2022-07-17 05:38:09,12.4816,102.0738,89.42,99,57,7.78
186,Karaton,ID,2022-07-17 05:38:09,-6.3424,106.1045,83.46,72,94,4.07
187,Tautira,PF,2022-07-17 05:38:10,-17.7333,-149.15,75.33,74,69,22.62
188,Sur,OM,2022-07-17 05:38:10,22.5667,59.5289,82.45,74,100,17.09
189,Myitkyina,MM,2022-07-17 05:38:10,25.3833,97.4,85.89,80,100,2.51
190,Rincon,US,2022-07-17 05:38:11,32.296,-81.2354,80.85,88,0,2.24
191,Tay Ninh,VN,2022-07-17 05:38:11,11.3,106.1,88.75,64,39,10.4
192,Lasem,ID,2022-07-17 05:38:11,-6.6922,111.4527,84.45,70,78,8.46
193,Karratha,AU,2022-07-17 05:38:12,-20.7377,116.8463,77.41,31,0,9.13
194,Nichinan,JP,2022-07-17 05:38:12,31.6,131.3667,82.08,77,100,6.67
195,Aksu,CN,2022-07-17 05:38:12,41.1231,80.2644,90.09,20,0,6.15
196,Berdigestyakh,RU,2022-07-17 05:38:13,62.0989,126.6992,89.49,42,40,5.37
197,Waipawa,NZ,2022-07-17 05:30:39,-41.4122,175.5153,48.31,70,16,22.12
198,Ketchikan,US,2022-07-17 05:38:13,55.3422,-131.6461,57.18,94,0,0.0
199,Codrington,AU,2022-07-17 05:38:13,-38.2667,141.9667,49.71,72,81,21.05
200,Sinnamary,GF,2022-07-17 05:38:13,5.3833,-52.95,76.48,87,76,4.45
201,Campina Verde,BR,2022-07-17 05:38:14,-19.5356,-49.4864,68.76,45,88,7.76
202,Sao Felix Do Xingu,BR,2022-07-17 05:31:45,-6.6447,-51.995,70.84,59,40,1.92
203,Nakamura,JP,2022-07-17 05:38:14,32.9833,132.9333,82.38,65,100,5.1
204,Klamath Falls,US,2022-07-17 05:38:15,42.2249,-121.7817,62.51,67,0,4.61
205,Port Elizabeth,ZA,2022-07-17 05:38:15,-33.918,25.5701,53.89,66,0,2.3
206,Capalnita,RO,2022-07-17 05:38:15,46.3667,25.5167,62.98,43,29,6.38
207,Rosarito,MX,2022-07-17 05:37:42,32.3333,-117.0333,72.66,80,12,4.79
208,Honningsvag,NO,2022-07-17 05:38:15,70.9821,25.9704,49.75,93,100,17.27
209,Port Blair,IN,2022-07-17 05:38:16,11.6667,92.75,80.64,89,75,8.05
210,Kita,ML,2022-07-17 05:38:16,13.0349,-9.4895,73.08,96,100,7.4
211,Dolinsk,RU,2022-07-17 05:38:16,47.35,142.8,57.52,98,100,7.23
212,Tuatapere,NZ,2022-07-17 05:23:46,-46.1333,167.6833,45.03,90,94,10.63
213,Namibe,AO,2022-07-17 05:38:17,-15.1961,12.1522,67.62,71,0,6.82
214,Nawalapitiya,LK,2022-07-17 05:38:17,7.0559,80.5348,81.61,66,99,6.55
215,Verkhoyansk,RU,2022-07-17 05:38:17,67.5447,133.385,54.52,73,100,3.71
216,Souillac,MU,2022-07-17 05:38:18,-20.5167,57.5167,71.98,73,40,14.97
217,Panjab,AF,2022-07-17 05:38:18,34.388,67.0233,74.66,18,0,1.99
218,Ostrovnoy,RU,2022-07-17 05:38:18,68.0531,39.5131,64.15,63,9,11.74
219,Yumen,CN,2022-07-17 05:38:19,40.2833,97.2,85.87,15,81,18.5
220,Isabela,PH,2022-07-17 05:38:19,6.7085,121.9711,86.05,71,83,8.52
221,Whitehorse,CA,2022-07-17 05:38:19,60.7161,-135.0538,57.97,58,100,12.66
222,Belyy Yar,RU,2022-07-17 05:38:20,53.6039,91.3903,76.86,47,0,0.0
223,Kruisfontein,ZA,2022-07-17 05:38:20,-34.0033,24.7314,62.37,31,8,13.51
224,Fortuna,US,2022-07-17 05:38:20,40.5982,-124.1573,59.99,84,30,3.0
225,Faanui,PF,2022-07-17 05:38:21,-16.4833,-151.75,77.68,68,29,18.97
226,Bukachacha,RU,2022-07-17 05:38:21,52.9833,116.9167,62.92,98,100,1.54
227,Khash,IR,2022-07-17 05:38:21,28.2211,61.2158,91.67,8,9,19.46
228,Kamaishi,JP,2022-07-17 05:39:22,39.2667,141.8833,75.69,90,93,8.61
229,Belchertown,US,2022-07-17 05:36:45,42.277,-72.4009,67.86,84,40,4.61
230,Luderitz,NA,2022-07-17 05:39:22,-26.6481,15.1594,65.14,33,0,5.48
231,Moussoro,TD,2022-07-17 05:39:22,13.6408,16.4901,80.44,69,98,6.67
232,Itapage,BR,2022-07-17 05:39:23,-3.6867,-39.5861,70.5,90,8,4.36
233,La Paz,BO,2022-07-17 05:37:23,-16.5,-68.15,30.18,46,37,2.3
234,Alice Springs,AU,2022-07-17 05:39:23,-23.7,133.8833,72.95,8,1,5.75
235,Kaitangata,NZ,2022-07-17 05:39:24,-46.2817,169.8464,44.44,81,89,6.04
236,Sazonovo,RU,2022-07-17 05:39:24,59.0919,35.2268,62.55,53,98,4.61
237,Candolim,IN,2022-07-17 05:39:24,15.5181,73.7626,80.6,89,75,10.36
238,Am Timan,TD,2022-07-17 05:39:25,11.0297,20.2827,73.85,85,100,3.49
239,Whitecourt,CA,2022-07-17 05:38:27,54.1502,-115.6855,57.07,95,66,5.06
240,Le Port,RE,2022-07-17 05:39:25,-20.9373,55.2919,73.62,59,13,3.49
241,Krivodol,BG,2022-07-17 05:39:25,43.3744,23.4844,79.47,27,0,5.84
242,Hamilton,US,2022-07-17 05:39:25,39.1834,-84.5333,78.57,83,20,0.0
243,Kidodi,TZ,2022-07-17 05:39:26,-7.6036,37.0044,71.58,65,60,3.4
244,Dingle,PH,2022-07-17 05:39:26,10.9995,122.6711,85.59,74,94,10.25
245,Neryungri,RU,2022-07-17 05:39:26,56.6709,124.6491,79.68,54,35,4.16
246,Poyarkovo,RU,2022-07-17 05:39:27,49.6,128.6833,76.32,68,100,10.47
247,Tamandare,BR,2022-07-17 05:39:27,-8.7597,-35.1047,74.52,84,75,12.44
248,Pochutla,MX,2022-07-17 05:39:27,15.7432,-96.4661,76.82,89,99,4.83
